id_diagnostico,sector,tamano_empresa,porcentaje_procesos_documentados,presupuesto_anual_tecnologia,respuesta_texto,nivel_madurez,recomendacion_principal
DIAG_0023,Tecnologia,Grande,0.79,118000000,Tenemos procesos estandarizados en la mayoría de áreas clave.,Definido,Implementar CI/CD y pruebas automatizadas para garantizar calidad en entregas.
DIAG_1444,Tecnologia,Mediana,0.78,68000000,Documentamos todo y tenemos claridad de los roles y responsabilidades.,Definido,Implementar CI/CD y pruebas automatizadas para garantizar calidad en entregas.
DIAG_1309,Manufactura,Pequena,0.8,146000000,Usamos un ERP pero nos falta integración con la parte de ventas.,Definido,Conectar los datos de producción en planta con el ERP financiero de la empresa.
DIAG_0742,Retail,Mediana,0.56,100000000,Tenemos procesos estandarizados en la mayoría de áreas clave. Nos gustaría mejorar pronto.,Definido,Integrar el ERP de inventarios con el CRM para campañas de fidelización.
DIAG_0400,Retail,Grande,0.32,47000000,Intentamos usar software básico pero el equipo no se adapta del todo.,En Desarrollo,Centralizar el inventario de todas las sucursales en un único sistema digital.
DIAG_2772,Retail,Micro,0.37,21000000,Estamos empezando a documentar nuestros procesos pero falta mucho.,En Desarrollo,Centralizar el inventario de todas las sucursales en un único sistema digital.
DIAG_0954,Tecnologia,Grande,0.56,133000000,Tenemos procesos estandarizados en la mayoría de áreas clave.,Definido,Implementar CI/CD y pruebas automatizadas para garantizar calidad en entregas.
DIAG_2831,Retail,Micro,0.5,25000000,Hay guías básicas pero no siempre se cumplen los estándares.,En Desarrollo,Centralizar el inventario de todas las sucursales en un único sistema digital.
DIAG_1693,Retail,Pequena,0.03,9000000,"El trabajo es muy empírico, no hay documentación de lo que hacemos. Nos gustaría mejorar pronto.",Inicial,Implementar un sistema POS básico para abandonar el registro manual de ventas.
DIAG_0230,Servicios,Mediana,0.57,80000000,Documentamos todo y tenemos claridad de los roles y responsabilidades.,Definido,Automatizar la facturación y las encuestas de satisfacción post-servicio.
DIAG_1386,Retail,Pequena,0.35,42000000,"Tenemos algunos sistemas aislados, hay mucho desorden todavía.",En Desarrollo,Centralizar el inventario de todas las sucursales en un único sistema digital.
DIAG_2390,Servicios,Pequena,0.26,48000000,Estamos empezando a documentar nuestros procesos pero falta mucho.,En Desarrollo,Implementar un CRM para el seguimiento estructurado de ventas y clientes.
DIAG_0041,Retail,Grande,0.78,122000000,Tenemos procesos estandarizados en la mayoría de áreas clave.,Definido,Integrar el ERP de inventarios con el CRM para campañas de fidelización.
DIAG_1146,Servicios,Grande,0.92,152000000,Operamos con metodologías ágiles y sistemas integrados en la nube.,Optimizado,Utilizar analítica avanzada para hiper-personalización y recomendaciones de up-selling.
DIAG_0389,Servicios,Pequena,0.6,138000000,Las áreas se comunican bien gracias a nuestras herramientas tecnológicas.,Definido,Automatizar la facturación y las encuestas de satisfacción post-servicio.
DIAG_2507,Tecnologia,Pequena,0.28,25000000,Intentamos usar software básico pero el equipo no se adapta del todo.,En Desarrollo,Integrar herramientas de tickets con repositorios y documentar APIs.
DIAG_1920,Servicios,Micro,0.3,46000000,"Tenemos algunos sistemas aislados, hay mucho desorden todavía.",En Desarrollo,Implementar un CRM para el seguimiento estructurado de ventas y clientes.
DIAG_1551,Servicios,Micro,0.32,45000000,"Tenemos algunos sistemas aislados, hay mucho desorden todavía.",En Desarrollo,Implementar un CRM para el seguimiento estructurado de ventas y clientes.
DIAG_1287,Tecnologia,Mediana,0.37,19000000,Estamos empezando a documentar nuestros procesos pero falta mucho.,En Desarrollo,Integrar herramientas de tickets con repositorios y documentar APIs.
DIAG_1845,Retail,Micro,0.14,10000000,"El trabajo es muy empírico, no hay documentación de lo que hacemos.",Inicial,Implementar un sistema POS básico para abandonar el registro manual de ventas.
DIAG_0366,Manufactura,Mediana,0.96,190000000,Operamos con metodologías ágiles y sistemas integrados en la nube.,Optimizado,Implementar sensores IoT en maquinaria para mantenimiento predictivo automatizado.
DIAG_0949,Manufactura,Pequena,0.37,34000000,"Tenemos algunos sistemas aislados, hay mucho desorden todavía.",En Desarrollo,Implementar un sistema MRP básico para la planificación de materiales.
DIAG_2503,Manufactura,Grande,0.85,395000000,Nuestros procesos se auditan solos con inteligencia de negocios.,Optimizado,Implementar sensores IoT en maquinaria para mantenimiento predictivo automatizado.
DIAG_0860,Tecnologia,Micro,0.42,48000000,Hay guías básicas pero no siempre se cumplen los estándares.,En Desarrollo,Integrar herramientas de tickets con repositorios y documentar APIs.
DIAG_0131,Servicios,Grande,0.56,120000000,Tenemos procesos estandarizados en la mayoría de áreas clave. Nos gustaría mejorar pronto.,Definido,Automatizar la facturación y las encuestas de satisfacción post-servicio.
DIAG_1696,Manufactura,Grande,0.09,7000000,"El trabajo es muy empírico, no hay documentación de lo que hacemos.",Inicial,Estandarizar el registro diario de mermas e inventario en plantillas compartidas.
DIAG_0548,Manufactura,Mediana,0.65,131000000,Documentamos todo y tenemos claridad de los roles y responsabilidades.,Definido,Conectar los datos de producción en planta con el ERP financiero de la empresa.
DIAG_1884,Servicios,Pequena,0.06,9000000,"Todo es manual, dependemos de una sola persona para la contabilidad.",Inicial,Digitalizar la base de datos de clientes y centralizar la agenda de servicios.
DIAG_2278,Manufactura,Pequena,0.38,10000000,Estamos empezando a documentar nuestros procesos pero falta mucho.,En Desarrollo,Implementar un sistema MRP básico para la planificación de materiales.
DIAG_1531,Manufactura,Mediana,0.58,113000000,Tenemos procesos estandarizados en la mayoría de áreas clave.,Definido,Conectar los datos de producción en planta con el ERP financiero de la empresa.
DIAG_0689,Tecnologia,Grande,0.31,12000000,Hay guías básicas pero no siempre se cumplen los estándares.,En Desarrollo,Integrar herramientas de tickets con repositorios y documentar APIs.
DIAG_1898,Tecnologia,Pequena,0.34,31000000,Hay guías básicas pero no siempre se cumplen los estándares.,En Desarrollo,Integrar herramientas de tickets con repositorios y documentar APIs.
DIAG_1250,Tecnologia,Grande,0.87,342000000,"Todo está automatizado, usamos datos para mejorar continuamente.",Optimizado,Aplicar MLOps y analítica predictiva para optimizar el ciclo de vida del software.
DIAG_1393,Manufactura,Mediana,0.8,80000000,Las áreas se comunican bien gracias a nuestras herramientas tecnológicas.,Definido,Conectar los datos de producción en planta con el ERP financiero de la empresa.
DIAG_1557,Tecnologia,Pequena,0.23,46000000,Intentamos usar software básico pero el equipo no se adapta del todo.,En Desarrollo,Integrar herramientas de tickets con repositorios y documentar APIs.
DIAG_0986,Retail,Micro,0.49,12000000,Hay guías básicas pero no siempre se cumplen los estándares.,En Desarrollo,Centralizar el inventario de todas las sucursales en un único sistema digital.
DIAG_1388,Retail,Mediana,0.89,469000000,Nuestros procesos se auditan solos con inteligencia de negocios. Nos gustaría mejorar pronto.,Optimizado,Automatizar pronóstico de demanda con modelos predictivos en tiempo real.
DIAG_1987,Manufactura,Mediana,0.72,143000000,Tenemos procesos estandarizados en la mayoría de áreas clave.,Definido,Conectar los datos de producción en planta con el ERP financiero de la empresa.
DIAG_1890,Servicios,Pequena,0.05,4000000,"No tenemos procesos definidos, usamos hojas de cálculo desordenadas. Nos gustaría mejorar pronto.",Inicial,Digitalizar la base de datos de clientes y centralizar la agenda de servicios.
DIAG_1842,Manufactura,Pequena,0.23,20000000,Estamos empezando a documentar nuestros procesos pero falta mucho.,En Desarrollo,Implementar un sistema MRP básico para la planificación de materiales.
DIAG_2602,Tecnologia,Micro,0.5,47000000,Intentamos usar software básico pero el equipo no se adapta del todo.,En Desarrollo,Integrar herramientas de tickets con repositorios y documentar APIs.
DIAG_1847,Manufactura,Pequena,0.09,8000000,"El trabajo es muy empírico, no hay documentación de lo que hacemos.",Inicial,Estandarizar el registro diario de mermas e inventario en plantillas compartidas.
DIAG_1367,Servicios,Pequena,0.76,111000000,Las áreas se comunican bien gracias a nuestras herramientas tecnológicas. Nos gustaría mejorar pronto.,Definido,Automatizar la facturación y las encuestas de satisfacción post-servicio.
DIAG_1521,Tecnologia,Micro,0.66,93000000,Tenemos procesos estandarizados en la mayoría de áreas clave.,Definido,Implementar CI/CD y pruebas automatizadas para garantizar calidad en entregas.
DIAG_2493,Tecnologia,Grande,0.79,85000000,Usamos un ERP pero nos falta integración con la parte de ventas.,Definido,Implementar CI/CD y pruebas automatizadas para garantizar calidad en entregas.
DIAG_1276,Retail,Pequena,0.07,8000000,"El trabajo es muy empírico, no hay documentación de lo que hacemos.",Inicial,Implementar un sistema POS básico para abandonar el registro manual de ventas.
DIAG_0177,Manufactura,Pequena,0.4,11000000,Estamos empezando a documentar nuestros procesos pero falta mucho. Nos gustaría mejorar pronto.,En Desarrollo,Implementar un sistema MRP básico para la planificación de materiales.
DIAG_1189,Manufactura,Pequena,0.41,42000000,Intentamos usar software básico pero el equipo no se adapta del todo.,En Desarrollo,Implementar un sistema MRP básico para la planificación de materiales.
DIAG_1577,Servicios,Grande,0.88,183000000,El equipo es autónomo y la analítica nos guía en cada decisión.,Optimizado,Utilizar analítica avanzada para hiper-personalización y recomendaciones de up-selling.
DIAG_1728,Servicios,Micro,0.26,43000000,Intentamos usar software básico pero el equipo no se adapta del todo.,En Desarrollo,Implementar un CRM para el seguimiento estructurado de ventas y clientes.
DIAG_1604,Manufactura,Mediana,0.19,7000000,"No tenemos procesos definidos, usamos hojas de cálculo desordenadas.",Inicial,Estandarizar el registro diario de mermas e inventario en plantillas compartidas.
DIAG_2149,Tecnologia,Grande,0.98,209000000,El equipo es autónomo y la analítica nos guía en cada decisión.,Optimizado,Aplicar MLOps y analítica predictiva para optimizar el ciclo de vida del software.
DIAG_0580,Servicios,Micro,0.04,3000000,"No tenemos procesos definidos, usamos hojas de cálculo desordenadas.",Inicial,Digitalizar la base de datos de clientes y centralizar la agenda de servicios.
DIAG_1449,Manufactura,Pequena,0.28,16000000,"Tenemos algunos sistemas aislados, hay mucho desorden todavía.",En Desarrollo,Implementar un sistema MRP básico para la planificación de materiales.
DIAG_1853,Retail,Mediana,0.64,76000000,Las áreas se comunican bien gracias a nuestras herramientas tecnológicas.,Definido,Integrar el ERP de inventarios con el CRM para campañas de fidelización.
DIAG_2133,Retail,Grande,0.65,106000000,Usamos un ERP pero nos falta integración con la parte de ventas. Nos gustaría mejorar pronto.,Definido,Integrar el ERP de inventarios con el CRM para campañas de fidelización.
DIAG_0609,Tecnologia,Mediana,0.7,108000000,Usamos un ERP pero nos falta integración con la parte de ventas.,Definido,Implementar CI/CD y pruebas automatizadas para garantizar calidad en entregas.
DIAG_2354,Retail,Micro,0.43,13000000,Intentamos usar software básico pero el equipo no se adapta del todo. Nos gustaría mejorar pronto.,En Desarrollo,Centralizar el inventario de todas las sucursales en un único sistema digital.
DIAG_2861,Tecnologia,Micro,0.19,3000000,"No tenemos procesos definidos, usamos hojas de cálculo desordenadas.",Inicial,Mapear flujos de trabajo de desarrollo y usar repositorios de código centralizados.
DIAG_0156,Servicios,Mediana,0.67,137000000,Tenemos procesos estandarizados en la mayoría de áreas clave.,Definido,Automatizar la facturación y las encuestas de satisfacción post-servicio.
DIAG_0321,Manufactura,Mediana,0.58,96000000,Tenemos procesos estandarizados en la mayoría de áreas clave.,Definido,Conectar los datos de producción en planta con el ERP financiero de la empresa.
DIAG_0940,Manufactura,Mediana,0.33,41000000,"Tenemos algunos sistemas aislados, hay mucho desorden todavía.",En Desarrollo,Implementar un sistema MRP básico para la planificación de materiales.
DIAG_0410,Manufactura,Grande,0.68,128000000,Las áreas se comunican bien gracias a nuestras herramientas tecnológicas.,Definido,Conectar los datos de producción en planta con el ERP financiero de la empresa.
DIAG_2578,Servicios,Mediana,0.23,42000000,Hay guías básicas pero no siempre se cumplen los estándares.,En Desarrollo,Implementar un CRM para el seguimiento estructurado de ventas y clientes.
DIAG_0668,Manufactura,Pequena,0.1,2000000,Perdemos mucha información porque todo se anota en cuadernos.,Inicial,Estandarizar el registro diario de mermas e inventario en plantillas compartidas.
DIAG_1800,Tecnologia,Pequena,0.66,123000000,Documentamos todo y tenemos claridad de los roles y responsabilidades.,Definido,Implementar CI/CD y pruebas automatizadas para garantizar calidad en entregas.
DIAG_2695,Servicios,Grande,0.59,71000000,Las áreas se comunican bien gracias a nuestras herramientas tecnológicas. Nos gustaría mejorar pronto.,Definido,Automatizar la facturación y las encuestas de satisfacción post-servicio.
DIAG_0918,Servicios,Mediana,0.61,87000000,Documentamos todo y tenemos claridad de los roles y responsabilidades.,Definido,Automatizar la facturación y las encuestas de satisfacción post-servicio.
DIAG_0247,Tecnologia,Mediana,0.81,429000000,El equipo es autónomo y la analítica nos guía en cada decisión.,Optimizado,Aplicar MLOps y analítica predictiva para optimizar el ciclo de vida del software.
